Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Justin Ball,VAN,TE,1,0,1,0.0,12,0,0,0,0,0
Jayden Harrison,MRSH,WR,1,0,1,0.0,0,0,0,0,0,0
Jacolby George,MIA,WR,1,0,1,0.0,11,0,0,0,0,0
Jaiden Cameron,NU,DL,1,0,1,0.0,0,0,0,0,0,0
Luke Akers,NU,P,1,0,1,0.0,0,0,0,0,0,0
Aidan Livingston,UVA,LS,1,0,1,0.0,0,0,0,0,0,1
Mason Napper,MIA,LS,0,1,1,0.0,6,0,0,0,0,0
Nicholas Treco,NCSU,DB,0,1,1,0.0,0,0,0,0,0,0
Timothy McKay,NCSU,OL,1,0,1,0.0,21,0,0,0,0,0
Calvin Hill,TXST,RB,0,1,1,0.0,0,0,0,0,0,0
Michael Hayes,WVU,PK,1,0,1,0.0,0,0,0,0,0,0
Luke Bussel,VT,S,0,1,1,0.0,0,0,0,0,0,0
Justin Pollock,VT,LS,1,0,1,0.0,16,0,0,0,0,0
Drew Tuazama,SC,DE,1,0,1,0.0,0,0,0,0,0,0
Ethan Hudak,TULN,LS,1,0,1,0.0,13,0,0,0,0,0
Jaden Harrell,IOWA,LB,1,0,1,0.0,0,0,0,0,0,0
Jackson McDonald,FIU,TE,1,0,1,0.0,0,0,0,0,0,0
Gage King,UCF,LS,1,0,1,0.0,0,0,0,0,0,0
Ben Scott,NEB,OL,1,0,1,0.0,0,0,0,0,0,0
Brendan Beattie,M-OH,LS,1,0,1,0.0,2,0,0,0,0,0
Austin Jones,USC,RB,1,0,1,0.0,40,0,0,0,0,0
Jordan Whittington,TEX,WR,1,0,1,0.0,0,0,0,0,0,1
Bryce Robinson,TTU,LB,1,0,1,0.0,7,0,0,0,0,0
Jager Burton,UK,OL,1,0,1,0.0,0,0,0,0,0,0
Justin Johnson Jr.,WVU,RB,1,0,1,0.0,0,0,0,0,0,0
Ryan Marquez,WYO,WR,1,0,1,0.0,0,0,0,0,0,0
Wyatt Wieland,WYO,WR,1,0,1,0.0,32,0,0,0,0,0
Ammon Hannemann,BYU,LB,0,1,1,0.0,0,0,0,0,0,0
Isaac Rex,BYU,TE,1,0,1,0.0,3,0,0,0,0,0
Enoch Nawahine,BYU,RB,1,0,1,0.0,0,0,0,0,0,0
Michael Johnson Jr.,FAU,QB,1,0,1,0.0,8,0,0,0,0,0
Bradley Rozner,NCSU,WR,1,0,1,0.0,0,0,0,0,0,0
Andrew Gonneville,SJSU,LS,1,0,1,0.0,0,0,0,0,0,0
Trevor Wilson,KU,WR,0,1,1,0.0,0,0,0,0,0,0
Dayne Davis,TENN,OL,1,0,1,0.0,0,0,0,0,0,0
Sean Brown,JVST,TE,1,0,1,0.0,0,0,0,0,0,0
Kam Brown,UCLA,WR,1,0,1,0.0,0,0,0,0,0,0
Caden Davis,MISS,PK,0,1,1,0.0,0,0,0,0,0,0
Bryce Butler,OHIO,TE,1,0,1,0.0,17,0,0,0,0,0
Colton Theaker,WSU,PK,1,0,1,0.0,0,0,0,0,0,0
Brian Buschini,NEB,P,1,0,1,0.0,0,0,0,0,0,0
Treylen Brown,JVST,OL,1,0,1,0.0,0,0,0,0,0,0
Sean Kelly,DUKE,DE,1,0,1,0.0,0,0,0,0,0,0
Christian Helms,USF,WR,0,1,1,0.0,0,0,0,0,0,0
Matthew Hayball,VAN,P,1,0,1,0.0,0,0,0,0,0,0
Tucker Dunn,BALL,LS,0,1,1,0.0,0,0,0,0,0,0
Keegan Shoemaker,SHSU,QB,1,0,1,0.0,0,0,0,0,0,0
Kacper Rutkiewicz,NIU,WR,1,0,1,0.0,0,0,0,0,0,0
Danny Hughes,MICH,RB,1,0,1,0.0,0,0,0,0,0,0
Tyrik McDaniel,IU,DB,1,0,1,0.0,0,0,0,0,0,0
Leroy Thomas,WMU,WR,1,0,1,0.0,0,0,0,0,0,0
Dillon Luther,CCU,OL,1,0,1,0.0,0,0,0,0,0,0
Cameron Carson,MASS,PK,1,0,1,0.0,0,0,0,0,0,0
Noah Holmes,JMU,LB,1,0,1,0.0,0,0,0,0,0,0
George Eberle,NMSU,P,1,0,1,0.0,0,0,0,0,0,0
Evan Davis,BUFF,LS,0,1,1,0.0,0,0,0,0,0,0
Marlyn Johnson,BUFF,WR,1,0,1,0.0,0,0,0,0,0,0
Tanner Pollock,IOWA,LB,0,1,1,0.0,0,0,0,0,0,0
Griffin Kell,TCU,PK,1,0,1,0.0,0,0,0,0,0,0
Jaden Green,WASH,LS,1,0,1,0.0,0,0,0,0,0,0
Isaiah Washington,RUTG,WR,1,0,1,0.0,0,0,0,0,0,0
Jake Springfield,OKST,OL,0,1,1,0.0,0,0,0,0,0,0
Marquez Tatum,FIU,DL,1,0,1,1.0,4,0,0,0,0,0
Jeremy James,MISS,OL,1,0,1,0.0,0,0,0,0,0,0
Da'Quan Felton,VT,WR,1,0,1,0.0,0,0,0,0,0,0
Ben Schultz,ILL,TE,0,1,1,0.0,0,0,0,0,0,0
Davion Ervin-Poindexter,WKU,RB,1,0,1,0.0,1,0,0,0,0,0
Scott Payne,MTSU,PK,0,1,1,0.0,0,0,0,0,0,0
Tyler Crowe,BOIS,RB,1,0,1,0.0,0,0,0,0,0,0
Charlie Norman,ULM,RB,0,1,1,0.0,0,0,0,0,0,0
Jamison Kelly,IU,DB,1,0,1,0.0,0,0,0,0,0,0
Alex Harper,ECU,S,0,1,1,0.0,0,0,0,0,0,0
R.J. Sorensen,LOU,DL,0,1,1,0.0,0,0,0,0,0,0
Seamus O'Kelly,TXST,P,1,0,1,0.0,23,0,0,0,0,0
Jalen Hunt,CIN,DT,1,0,1,0.0,0,0,0,0,0,0
Cody Winokur,ARMY,DL,0,1,1,0.0,0,0,0,0,0,0
Veshe Daniyan,ARMY,WR,1,0,1,0.0,4,0,0,0,0,0
Chris Freeman,IU,PK,1,0,1,0.0,0,0,0,0,0,0
Jacob Garcia,USU,LS,1,0,1,0.0,0,0,0,0,0,0
Tristan Wells,JVST,LB,0,1,1,0.0,0,0,0,0,0,0
Ryan Coe,UNC,PK,0,1,1,0.0,0,0,0,0,0,0
Jordan Younge-Humphrey,UNLV,RB,0,1,1,0.0,0,0,0,0,0,0
Tom Callahan,SYR,LS,1,0,1,0.0,0,0,0,0,0,0
Dillon Wade,AUB,OL,1,0,1,0.0,0,0,0,0,0,0
Jasper Parks,CLT,OL,1,0,1,0.0,0,0,0,0,0,0
Cam'Ron Valdez,TTU,RB,1,0,1,0.0,0,0,0,0,0,0
Zavion Reese,SJSU,DB,1,0,1,0.0,11,0,0,0,0,0
Terry Berdin Jr.,GAST,RB,0,1,1,0.0,0,0,0,0,0,0
Thomas Fidone II,NEB,TE,1,0,1,0.0,0,0,0,0,0,0
Caleb Tiernan,NU,OL,1,0,1,0.0,0,0,0,0,0,0
Jaylen Johnson,MEM,DB,1,0,1,0.0,0,0,0,0,0,0
Chandler Pittman,USM,RB,0,1,1,0.0,0,0,0,0,0,0
Donaven McCulley,IU,WR,1,0,1,0.0,18,1,0,0,0,0
CJ Dippre,ALA,TE,1,0,1,0.0,0,0,0,0,0,0
Brashard Smith,MIA,WR,1,0,1,0.0,0,1,0,0,0,0
Keshon Griffin,RUTG,DL,1,0,1,0.0,0,0,0,0,0,0
Khari Gee,GT,DB,0,1,1,0.0,0,0,0,0,0,0
Austin Smith,EMU,QB,1,0,1,0.0,0,0,0,0,0,0
Tailique Williams,GAST,WR,1,0,1,0.0,11,0,0,0,0,0
Devin Aupiu,UCLA,DL,1,0,1,0.0,0,0,0,0,0,0
Braylon Braxton,TLSA,QB,1,0,1,0.0,3,0,0,0,0,0
Jakiah Leftwich,GT,OL,1,0,1,0.0,0,0,0,0,0,0
Montorie Foster Jr.,MSU,WR,0,1,1,0.0,5,0,0,0,0,0
Trey Cooley,GT,RB,1,0,1,0.0,0,0,0,0,0,0
Ru'Quan Buckley,NEB,DL,1,0,1,0.0,6,0,0,0,0,0
DJ Justice,UCLA,DB,1,0,1,1.0,0,0,0,0,0,0
Derwin Burgess Jr.,GASO,WR,1,0,1,0.0,0,0,0,0,0,0
Bryson Nesbit,UNC,TE,1,0,1,0.0,0,0,0,0,0,0
Jakolbe Baldwin,NCSU,WR,1,0,1,0.0,14,0,0,0,0,0
Mark Petry,SYR,OL,1,0,1,0.0,0,0,0,0,0,0
Tyler Wegis,BOIS,DE,1,0,1,0.0,0,0,0,0,0,0
Keelan Marion,BYU,WR,1,0,1,0.0,0,0,0,0,0,0
Jehlen Cannady,TLSA,S,1,0,1,0.0,0,0,0,0,0,1
Rivaldo Fairweather,AUB,TE,0,1,1,0.0,3,0,0,0,0,0
Seth Henigan,MEM,QB,1,0,1,0.0,2,0,0,0,0,0
Victor Konopka,RUTG,TE,0,1,1,0.0,0,0,0,0,0,0
Delmar Glaze,MD,OL,0,1,1,0.0,0,0,0,0,0,0
James Johnson Jr.,CCU,DL,0,1,1,0.0,0,0,0,0,0,0
Malik Sherrod,FRES,RB,1,0,1,0.0,7,0,0,0,0,0
Khalib Gilmore,SYR,LB,1,0,1,0.0,0,0,0,0,0,0
Wesley Horton,WKU,OL,1,0,1,0.0,20,0,0,0,0,1
Caleb Driskill,WYO,FB,0,1,1,0.0,0,0,0,0,0,0
Tyson Mobley,CCU,WR,1,0,1,0.0,0,0,0,0,0,0
Malik Williams,SJSU,OL,1,0,1,0.0,0,0,0,0,0,0
Kyle Monangai,RUTG,RB,1,0,1,0.0,0,0,0,0,0,0
Shedrick Rhodes Jr.,OHIO,OL,1,0,1,0.0,0,0,0,0,0,0
Darius Bush,GAST,WR,1,0,1,0.0,0,0,0,0,0,0
Ethan Duane,ODU,P,0,1,1,0.0,0,0,0,0,0,0
Dan Villari,SYR,TE,1,0,1,0.0,0,0,0,0,0,0
Miles Frazier,LSU,OL,0,1,1,0.0,0,0,0,0,0,0
Parker Navarro,OHIO,QB,1,0,1,0.0,0,0,0,0,0,0
Holden Willis,MTSU,WR,1,0,1,0.0,0,0,0,0,0,0
Aden Kelley,OKST,NT,1,0,1,0.0,0,0,0,0,0,0
Xavier Spencer,UTSA,CB,1,0,1,0.0,0,0,0,0,0,0
Osaiasi Taueli,UTEP,DE,1,0,1,0.0,0,0,0,0,0,0
Logan Wilson,WMU,DL,1,0,1,0.0,0,0,0,0,0,0
Nate Noel,APP,RB,0,1,1,0.0,10,0,0,0,0,0
Quentin Skinner,KU,WR,1,0,1,0.0,0,0,0,0,0,0
Garrett Bishop,NMSU,DT,0,1,1,0.0,0,0,0,0,0,0
Jamaal Bell,NEV,WR,0,1,1,0.0,0,0,0,0,0,0
Taylon Doss,ARST,S,0,1,1,0.0,0,0,0,0,0,0
Malachi Corley,WKU,WR,1,0,1,0.0,0,0,0,0,0,0
Xavier Simmons,UTEP,LB,1,0,1,0.0,22,0,0,0,0,0
Bobby Wooden,UNM,S,1,0,1,0.0,0,0,0,0,0,0
Will Benton IV,SMU,LS,1,0,1,0.0,0,0,0,0,0,0
Zephron Lester,STAN,DL,0,1,1,0.0,0,0,0,0,0,0
Josh Sterzer,USU,TE,0,1,1,0.0,0,0,0,0,0,0
Keon Coleman,FSU,WR,1,0,1,0.0,0,0,0,0,0,0
Myles Montgomery,CIN,RB,1,0,1,0.0,0,0,0,0,0,0
Jimmy Wyrick,STAN,S,1,0,1,0.0,0,1,0,0,0,0
Cameron Bonner,BAY,WR,1,0,1,0.0,0,0,0,0,0,0
Da'Wain Lofton,VT,WR,1,0,1,0.0,0,0,0,0,0,0
Cam Davis,SDSU,RB,1,0,1,0.0,2,0,0,0,0,0
De'Shawn Rucker,TENN,DB,1,0,1,0.0,0,0,0,0,0,0
Malik McClain,PSU,WR,0,1,1,0.0,0,0,0,0,0,0
Nicholas Vattiato,MTSU,QB,1,0,1,0.0,0,0,0,0,0,0
Caleb Tubbs,M-OH,DB,1,0,1,0.0,0,0,0,0,0,0
Trey Urwiler,NIU,WR,0,1,1,0.0,0,0,0,0,0,0
Josh McCray,ILL,RB,1,0,1,0.0,7,0,0,0,0,0
Max Patterson,RUTG,WR,0,1,1,0.0,0,0,0,0,0,0
Logan Taylor,BC,OL,1,0,1,0.0,0,0,0,0,0,0
Doran Ray Jr.,TOL,DT,1,0,1,0.0,0,0,0,0,0,0
Xavier Worthy,TEX,WR,1,0,1,0.0,0,0,0,0,0,0
Isaiah Sillemon,UNM,OL,1,0,1,0.0,0,0,0,0,0,0
Will Pauling,WIS,WR,1,0,1,0.0,0,0,0,0,0,0
Myles Alston,ODU,WR,0,1,1,0.0,30,0,0,0,0,0
Chris Parker,CMU,WR,1,0,1,0.0,0,0,0,0,0,0
Chris Wright,UNT,DL,0,1,1,0.0,0,0,0,0,0,0
Mitchell Evans,ND,TE,1,0,1,0.0,0,0,0,0,0,0
Tomas Rimac,WVU,OL,0,1,1,0.0,0,0,0,0,0,0
Mark Vassett,COLO,P,1,0,1,0.0,0,0,0,0,0,0
Demarco Cuffey,BUFF,CB,0,1,1,0.0,0,0,0,0,0,0
Jalen Riven,TOL,LB,1,0,1,0.0,0,0,0,0,0,0
Erik Russell,WAKE,OL,0,1,1,0.0,0,0,0,0,0,0
Tanner Arkin,ILL,TE,1,0,1,0.0,0,0,0,0,0,0
Charles Arnold Jr.,CCU,S,1,0,1,0.0,81,0,0,0,0,0
James Evans,IU,P,1,0,1,0.0,1,0,0,0,0,0
Jordan Eubanks,UNLV,LB,0,1,1,0.0,0,0,0,0,0,0
Eni Falayi,MASS,TE,0,1,1,0.0,0,0,0,0,0,0
Jalonnie Williams,NIU,DT,0,1,1,0.0,0,0,0,0,0,0
Zuberi Mobley,FAU,RB,1,0,1,0.0,8,0,0,0,0,0
Nate Pabst,BGSU,OT,1,0,1,0.0,0,0,0,0,0,0
Jesse Mirco,OSU,P,1,0,1,0.0,0,0,0,0,0,0
Jatavious Magee,SDSU,S,1,0,1,0.0,0,0,0,0,0,0
Tariq Sims,ODU,RB,1,0,1,0.0,0,0,0,0,0,0
Evan Graham,GAST,LB,1,0,1,0.0,0,0,0,0,0,0
Zachary Barlev,ILL,OL,0,1,1,0.0,0,0,0,0,0,0
Jacob Coleman,MTSU,WR,1,0,1,0.0,0,0,0,0,0,0
Garrett DiGiorgio,UCLA,OL,0,1,1,0.0,0,0,0,0,0,0
Julian Neal,FRES,DB,0,1,1,0.0,0,0,0,0,0,0
Andre Hines,BC,RB,1,0,1,0.0,0,0,0,0,0,0
Bryan Robinson,MRSH,WR,1,0,1,0.0,0,0,0,0,0,0
Olasunkonmi Agunloye,UVA,DT,0,1,1,0.5,0,0,0,0,0,0
Sackett Wood Jr.,UVA,TE,1,0,1,0.0,98,0,0,0,0,0
Max Balthazar,CCU,RB,0,1,1,0.0,16,0,0,0,0,0
Josh Remetich,TULN,OL,1,0,1,0.0,0,0,0,0,0,1
Rashad Green,TULN,OL,1,0,1,0.0,0,0,0,0,0,0
Kamdyn Benjamin,TLSA,WR,1,0,1,0.0,0,0,0,0,0,0
Matt McCabe,NCSU,OL,1,0,1,0.0,3,0,0,0,0,0
Christopher Scott Jr.,NCSU,WR,0,1,1,0.0,0,0,0,0,0,0
DJ Herman,SDSU,LB,0,1,1,0.0,1,0,0,0,0,0
Matt Freem,NEV,P,1,0,1,0.0,0,0,0,0,0,0
JP Richardson,TCU,WR,1,0,1,0.0,6,0,0,0,0,0
Matthew Merritt,STAN,DL,0,1,1,0.0,0,0,0,0,0,0
Kelvin Banks Jr.,TEX,OL,1,0,1,0.0,0,0,0,0,0,1
Gabriel Brownlow-Dindy,TA&M,DL,0,1,1,0.5,0,0,0,0,0,0
Jaydon Blue,TEX,RB,1,0,1,0.0,12,0,0,0,0,0
Jyaire Brown,OSU,CB,1,0,1,0.0,0,0,0,0,0,0
Kevin Coleman,LOU,WR,1,0,1,0.0,0,0,0,0,0,0
Sebastian Cheeks,UNC,LB,0,1,1,0.0,0,0,0,0,0,0
Andre Dollar,WSU,TE,0,1,1,0.0,3,0,0,0,0,0
Tyson Ford,ND,DL,0,1,1,0.0,0,0,0,0,0,0
Gunner Givens,VT,DL,1,0,1,0.0,0,0,0,0,0,0
Maurion Horn,TTU,DB,1,0,1,0.0,0,0,0,0,0,0
Omarion Hampton,UNC,RB,1,0,1,0.0,0,0,0,0,0,0
Jordan James,ORE,RB,0,1,1,0.0,0,0,0,0,0,0
Jordan Hudson,SMU,WR,1,0,1,0.0,0,0,0,0,0,0
Kody Jones,MICH,DB,1,0,1,0.0,0,0,0,0,0,0
Kendrick Law,ALA,WR,0,1,1,0.0,0,0,0,0,0,0
Tetairoa McMillan,ARIZ,WR,1,0,1,0.0,0,0,0,0,0,0
Cyrus Moss,MIA,DL,0,1,1,0.0,5,0,0,0,0,0
Dishawn Misa,BOIS,LB,1,0,1,0.0,0,0,0,0,0,0
Bugs Mortimer,ULM,WR,1,0,1,0.0,2,0,0,0,0,0
Shawn Murphy,ALA,LB,1,0,1,0.0,0,0,0,0,0,0
Jayden Sauray,MD,QB,1,0,1,0.0,3,0,0,0,0,0
Caden Story,CLEM,DT,0,1,1,0.0,0,0,0,0,0,0
Armani Winfield,BAY,WR,1,0,1,0.0,0,0,0,0,0,1
Sioape Vatikani,CAL,OL,0,1,1,0.0,0,0,0,0,0,0
Torren Wright,NCSU,LB,0,1,1,0.0,0,0,0,0,0,0
Kamari Wilson,FLA,S,0,1,1,0.0,0,0,0,0,0,0
Nick Turner,TOL,CB,0,1,1,0.0,0,0,0,0,0,0
Jordan Johnson,HAW,RB,1,0,1,0.0,0,0,0,0,0,0
James Jointer Jr.,LIB,RB,1,0,1,0.0,0,0,0,0,0,0
CJ Doggette,CIN,DE,1,0,1,0.0,0,0,0,0,0,0
Justin Robinson,MSST,WR,1,0,1,0.0,0,0,0,0,0,0
Timar Rogers,MTSU,LB,0,1,1,0.0,0,0,0,0,0,0
Kenneth Harris,OKST,CB,1,0,1,0.0,6,0,0,0,0,0
Devin Mockobee,PUR,RB,1,0,1,0.0,0,0,0,0,0,0
Bryce Childress,NMSU,WR,1,0,1,0.0,0,0,0,0,0,0
Jayden Umbarger,NAVY,WR,1,0,1,0.0,0,0,0,0,0,0
Chance Tucker,ND,CB,1,0,1,0.0,4,0,0,0,0,0
Seth Williams,APP,OL,0,1,1,0.0,0,0,0,0,0,0
Nate Boerkircher,NEB,TE,1,0,1,0.0,5,0,0,0,0,0
Ashton Hausmann,NEB,DB,0,1,1,0.0,0,0,0,0,0,0
Grant Tagge,NEB,LB,1,0,1,0.0,0,0,0,0,0,0
Josh Smith,KENT,P,1,0,1,0.0,0,0,0,0,0,0
Braden Smith,CIN,WR,1,0,1,0.0,3,0,0,0,0,0
Rocco Underwood,FLA,LS,0,1,1,0.0,0,0,0,0,0,0
Isaiah Johnson,UNT,RB,0,1,1,0.0,11,0,0,0,0,0
Caleb Chappelle,TROY,WR,0,1,1,0.0,0,0,0,0,0,0
Mike Washington,BUFF,RB,1,0,1,0.0,3,0,0,0,0,0
Gunnar Helm,TEX,TE,1,0,1,0.0,0,0,0,0,0,0
Blake Ochsendorf,LT,P,1,0,1,0.0,0,0,0,0,0,0
Chris Carpenter,UTSA,WR,0,1,1,0.0,0,0,0,0,0,0
Shaadie Clayton-Johnson,TULN,RB,1,0,1,0.0,0,0,0,0,0,0
Montana Lemonious-Craig,ARIZ,WR,1,0,1,0.0,0,0,0,0,0,0
Keion Battle,ILL,WR,1,0,1,0.0,6,0,0,0,0,0
Tory Taylor,IOWA,P,1,0,1,0.0,0,0,0,0,0,0
Cole Motes,USU,OL,1,0,1,0.0,0,0,0,0,0,1
Falepule Alo,USU,OL,1,0,1,0.0,0,0,0,0,0,0
Tsion Nunnally,WSU,WR,1,0,1,0.0,0,0,0,0,0,0
Tobechi Okoli,ISU,DE,0,1,1,0.0,0,0,0,0,0,0
Jovan Marsh,WYO,DB,1,0,1,0.0,0,0,0,0,0,0
Jordan Bly,ODU,WR,1,0,1,0.0,0,0,0,0,0,0
Stephon Dubose-Bourne,ODU,OL,0,1,1,0.0,8,0,0,0,0,0
Jack Witmer,UVA,OT,1,0,1,0.0,0,0,0,0,0,0
Austin Riggs,BYU,LS,0,1,1,0.0,3,0,0,0,0,0
Jake Arthurs,NU,RB,1,0,1,0.0,0,0,0,0,0,0
Will Halkyard,NU,LS,0,1,1,0.0,0,0,0,0,0,0
Matt Lauter,BOIS,TE,1,0,1,0.0,0,0,0,0,0,0
Caden Prieskorn,MISS,TE,1,0,1,0.0,3,0,0,0,0,0
EJ Wilson Jr.,TEM,RB,0,1,1,0.0,0,0,0,0,0,0
Jalen Brooks,UNC,LB,0,1,1,0.0,0,0,0,0,0,0
Reed Hughes,AUB,LS,0,1,1,0.0,0,0,0,0,0,0
Demarcus Smith,MISS,DT,0,1,1,0.0,0,0,0,0,0,0
Ernesto Almaraz,UTSA,OL,1,0,1,0.0,0,0,0,0,0,0
Kilinahe Mendiola-Jensen,HAW,DB,1,0,1,0.0,0,0,0,0,0,0
Jonny King,CLT,OL,0,1,1,0.0,0,0,0,0,0,0
Eddie Ogle,LIB,WR,0,1,1,0.0,20,0,0,0,0,0
Reese Burkhardt,TTU,PK,1,0,1,0.0,0,0,0,0,0,0
Laine Wilkins,HOU,P,1,0,1,0.0,0,0,0,0,0,0
Ty Robinson,BALL,WR,1,0,1,0.0,0,0,0,0,0,0
Ay'Jaun Marshall,ARMY,WR,1,0,1,0.0,0,0,0,0,0,0
Cole McCutcheon,ARMY,LS,0,1,1,0.0,0,0,0,0,0,0
Steven Hubbard,UTEP,OL,0,1,1,0.0,0,0,0,0,0,0
Daniel Sparks,UVA,P,1,0,1,0.0,0,0,0,0,0,0
David Nunez,TXST,P,1,0,1,0.0,0,0,0,0,0,0
Rasheen Ali,MRSH,RB,0,1,1,0.0,0,0,0,0,0,0
Johnny Richardson,UCF,RB,1,0,1,0.0,0,0,0,0,0,0
BJ Alexander,FAU,WR,1,0,1,0.0,0,0,0,0,0,0
Sam Edwards,MSU,LB,1,0,1,0.0,0,0,0,0,0,0
Jared Lawrence,MISS,LS,0,1,1,0.0,0,0,0,0,0,0
Wyatt Crespi,WAKE,DL,1,0,1,0.0,0,0,0,0,0,0
John Peterson III,WAKE,DB,0,1,1,0.0,0,0,0,0,0,0
Barak Faulk,CIN,TE,0,1,1,0.0,0,0,0,0,0,0
Joe Marinaro,BC,LB,1,0,1,0.0,0,0,0,0,0,0
Will Parker,UAB,OL,1,0,1,0.0,6,0,0,0,0,0
Kade Loggins,GAST,PK,1,0,1,0.0,0,0,0,0,0,0
Chase Dial-Watson,GASO,DB,0,1,1,0.0,0,0,0,0,0,0
Chandler Dial-Watson,GASO,DB,1,0,1,0.0,0,0,0,0,0,0
Jackson Wheeler,GASO,LS,0,1,1,0.0,0,0,0,0,0,0
Ryan Dolan,SYR,LB,0,1,1,0.0,0,0,0,0,0,0
Joseph Plunk,TTU,DB,1,0,1,0.0,0,0,0,0,0,0
Gabe Liu,TULN,DB,1,0,1,0.0,0,0,1,5,0,0
Jack Bullard,ARST,LS,1,0,1,0.0,10,0,0,0,0,0
Kadren Johnson,UNT,DL,1,0,1,1.0,0,0,0,0,0,0
Zyun Reeves,LT,DL,0,1,1,0.0,0,0,0,0,0,0
Bugg Jones,BC,DB,0,1,1,0.0,0,0,0,0,0,0
Malakai Menzer,FSU,DL,0,1,1,0.0,24,0,0,0,0,0
Darrian Bell,LOU,LB,0,1,1,0.0,0,0,0,0,0,0
Dakadrien Saunders,LOU,DB,0,1,1,0.0,0,0,0,0,0,0
Jase Bruner,UK,LB,1,0,1,0.0,0,0,0,0,0,0
Chandler Morris,TCU,QB,1,0,1,0.0,0,0,0,0,0,0
Zach Schmit,OU,PK,0,1,1,0.0,0,0,0,0,0,0
William Wright,TENN,DB,1,0,1,0.0,0,0,0,0,0,0
Earnest Crownover,TA&M,RB,0,1,1,0.0,0,0,0,0,0,0
Cameron George,UL,LB,1,0,1,0.0,0,0,0,0,0,0
Nick Taylor,PUR,LS,1,0,1,0.0,0,0,0,0,0,0
Jamari Jemison,JVST,CB,1,0,1,0.0,0,1,0,0,0,0
Haakon Anderson,WIS,WR,1,0,1,0.0,0,0,0,0,0,0
Peyton Stevenson,RICE,S,0,1,1,0.0,23,0,0,0,0,0
Michael Wright,BC,LS,1,0,1,0.0,0,0,0,0,0,0
Kahleil Jackson,FLA,WR,1,0,1,0.0,0,0,0,0,0,0
Alton Julian,ORST,DB,1,0,1,0.0,0,0,0,0,0,0
James Jennette,VT,DL,0,1,1,0.5,4,0,0,0,0,0
Abdul Janneh,GT,WR,1,0,1,0.0,0,0,0,0,0,0
Daniel Wood,UTAH,RB,0,1,1,0.0,0,0,0,0,0,0
Josh Brunelle,MASS,LB,1,0,1,0.0,0,0,0,0,0,0
Chris Williams,BGSU,LB,1,0,1,0.0,41,0,0,0,0,0
Shomari Lawrence,FIU,RB,1,0,1,0.0,0,0,0,0,0,0
Grant Wilson,ODU,QB,1,0,1,0.0,0,0,0,0,0,0
Savien Arnett,SHSU,DB,1,0,1,0.0,0,0,0,0,0,0
Dante Jackson,AKR,PK,1,0,1,0.0,0,0,0,0,0,0
Junior Walling,NEV,LB,0,1,1,0.0,0,0,0,0,0,0
Kaelon Black,JMU,RB,1,0,1,0.0,0,0,0,0,0,0
Reggie Love III,ILL,RB,1,0,1,0.0,0,0,0,0,0,0
Bradley Schlom,UCLA,WR,1,0,1,0.0,0,0,0,0,0,0
Colin Giffen,RICE,FB,0,1,1,0.0,0,0,0,0,0,0
Blake Champagne,UL,DL,1,0,1,0.0,0,0,0,0,0,0
Cameron Skattebo,ASU,RB,1,0,1,0.0,0,0,0,0,0,0
Corey Collins,AFA,DB,1,0,1,0.0,0,0,0,0,0,0
Peter Moore,VT,P,1,0,1,0.0,0,0,0,0,0,0
Marko Vidackovic,ORE,DB,0,1,1,0.0,5,0,0,0,0,0
Jake Foggia,MD,LS,0,1,1,0.0,0,0,0,0,0,0
Cooper Mathers,WSU,TE,1,0,1,0.0,0,0,0,0,0,0
Bradley McGannon,WASH,DL,0,1,1,0.0,0,0,0,0,0,0
Khary Crump,MSU,DB,0,1,1,0.0,19,0,0,0,0,0
Tyler Loop,ARIZ,PK,1,0,1,0.0,0,0,0,0,0,0
Ugo Nosike,EMU,DL,0,1,1,0.0,0,0,0,0,0,0
Jaydin Young,ORST,DB,0,1,1,0.0,0,0,0,0,0,0
J.B. Awolowo,KENT,WR,0,1,1,0.0,0,0,0,0,0,0
Chris Adams,ODU,OL,1,0,1,0.0,0,0,0,0,0,0
Jamier Wright-Collins,RUTG,LB,0,1,1,0.0,0,0,0,0,0,0
Damaje Yancey,TROY,CB,1,0,1,0.0,27,0,0,0,0,0
Willis Patrick,TCU,OL,1,0,1,0.0,6,0,0,0,0,0
Elijah Gilliam,FRES,RB,1,0,1,0.0,0,0,0,0,0,0
Darius De Los Reyes,SDSU,WR,1,0,1,0.0,0,0,0,0,0,0
Caleb Krockover,PUR,PK,0,1,1,0.0,0,0,0,0,0,0
Cam Fancher,MRSH,QB,1,0,1,0.0,0,0,0,0,0,0
Tanaka Scott,KU,WR,1,0,1,0.0,0,0,0,0,0,0
Sam Scott,WYO,RB,1,0,1,0.0,0,0,0,0,0,0
Trevor Timmons,GAST,OL,1,0,1,0.0,0,0,0,0,0,0
Ja'Quez Cross,ARST,RB,1,0,1,0.0,1,0,0,0,0,0
Jacques Badolato-Birdsell,NEV,RB,0,1,1,0.0,0,0,0,0,0,0
Christian Brown,CMU,RB,1,0,1,0.0,0,0,0,0,0,0
Myles Pollard,MICH,DB,1,0,1,0.0,0,0,0,0,0,0
Anthony Brown,PUR,DB,1,0,1,0.0,0,0,0,0,0,1
Kenzy Paul,DUKE,S,1,0,1,0.0,0,0,0,0,0,0
