Player,School,POS,ATT,YDS,AVG,LNG,TD
C.J. Smith,UGA,WR,1,4,4.0,4,0
Jarel Williams,WVU,WR,1,4,4.0,4,0
Christian Francisco,RICE,RB,1,4,4.0,4,1
Drae McCray,TTU,WR,1,4,4.0,4,0
Franklin Estrada II,TCU,RB,1,4,4.0,4,0
Mikey Matthews,UTAH,WR,1,4,4.0,4,0
Kaleb Black,ASU,WR,4,4,1.0,5,0
Tyler Holzworth,PSU,RB,3,4,1.3,2,0
Robert Armes,FAU,RB,2,4,2.0,2,0
Jaylen Morgan,UNM,RB,1,4,4.0,4,0
Jarvis Green,CLEM,RB,3,4,1.3,2,0
Tanner Hughes,ISU,QB,2,4,2.0,3,0
Anthony Ferrucci,BC,RB,1,4,4.0,4,0
Charlie Mangieri,NU,TE,1,3,3.0,3,0
Payton Wilson,NCSU,LB,1,3,3.0,3,0
Gino Campiotti,MASS,TE,1,3,3.0,3,0
Devin Maddox,TOL,WR,1,3,3.0,3,0
Chase Griffin,UCLA,QB,2,3,1.5,9,0
Amari Johnson,UCF,WR,2,3,1.5,2,0
Cole Kramer,MINN,QB,2,3,1.5,4,0
Jalon Calhoun,DUKE,WR,1,3,3.0,3,0
Xavier Legette,SC,WR,4,3,0.8,7,0
Mookie Cooper,MIZ,WR,1,3,3.0,3,0
John Copenhaver,UNC,TE,0,3,0.0,3,0
Evan Prater,CIN,WR,2,3,1.5,2,0
Josh Atwood,MASS,OL,0,3,0.0,3,0
Xavier White,TTU,WR,4,3,0.8,2,0
Joshua Gray,ORST,OL,1,3,3.0,3,1
Josh Kelly,WSU,WR,1,3,3.0,3,0
Gunnar Greenwald,USF,TE,1,3,3.0,3,0
Ramon Brown,MD,RB,1,3,3.0,3,0
Tetairoa McMillan,ARIZ,WR,1,3,3.0,3,0
Chase Ketterer,ND,RB,1,3,3.0,3,0
Brian Garcia,ULM,QB,3,3,1.0,5,0
Preston Fox,WVU,WR,1,3,3.0,3,0
Kenneth Womack,WMU,WR,0,3,0.0,3,0
Tevin Carter,MEM,QB,3,3,1.0,11,0
Isaiah Bond,ALA,WR,1,3,3.0,3,0
Pierce Clarkson,LOU,QB,1,3,3.0,3,0
Jaden Greathouse,ND,WR,1,3,3.0,3,0
John Randle Jr.,UTAH,RB,2,3,1.5,2,0
Wise Segars Jr.,CLEM,RB,1,3,3.0,3,0
Max White,IOWA,RB,3,3,1.0,3,1
Sam Assaf,ND,RB,2,3,1.5,2,0
Brady Drogosh,CIN,QB,3,3,1.0,8,0
Marquis Johnson,MIZ,WR,1,3,3.0,3,0
Grady Brosterhous,UVA,QB,2,3,1.5,2,0
Ethan Rhodes,NCSU,QB,1,3,3.0,3,0
Terrell Vaughn,USU,WR,4,3,0.8,4,0
Henry Donohue,MICH,RB,1,3,3.0,3,0
Jayce Brown,KSU,WR,4,3,0.8,2,0
Jake Rendina,ARMY,RB,1,3,3.0,3,0
Kirk Francis,TLSA,QB,6,3,0.5,13,0
Kade Frew,AFA,RB,1,3,3.0,3,0
Casey Thompson,FAU,QB,10,2,0.2,14,0
Tanner Knue,EMU,WR,1,2,2.0,2,0
Bru McCoy,TENN,WR,1,2,2.0,2,0
Ryan Hilinski,NU,QB,1,2,2.0,2,0
Johnathan Bennett,LIB,QB,1,2,2.0,2,0
Tonka Hemingway,SC,DT,1,2,2.0,2,1
Jaheim Bell,FSU,TE,4,2,0.5,4,1
Mikele Colasurdo,GAST,QB,3,2,0.7,10,1
Jerjuan Newton,TOL,WR,1,2,2.0,2,0
JJ Pegues,MISS,DT,2,2,1.0,2,0
Roc Taylor,MEM,WR,2,2,1.0,11,0
Kody Epps,BYU,WR,1,2,2.0,2,0
Grant Tisdale,TCU,QB,1,2,2.0,2,0
Matthew Hayball,VAN,P,1,2,2.0,2,0
Peter Montini,CSU,TE,2,2,1.0,2,0
Quentin Skinner,KU,WR,1,2,2.0,2,0
Keon Coleman,FSU,WR,1,2,2.0,2,0
Kaiya Sheron,UK,QB,1,2,2.0,2,0
Lewis Bond,BC,WR,1,2,2.0,2,0
Mitchell Evans,ND,TE,1,2,2.0,2,0
Jesse Mirco,OSU,P,1,2,2.0,2,0
Brian Kowall,UCLA,RB,1,2,2.0,2,0
Noah Fifita,ARIZ,QB,31,2,0.1,18,0
Quintrevion Wisner,TEX,RB,2,2,1.0,2,0
Hal Presley,BAY,WR,2,2,1.0,3,0
Jonah Burton,BAY,WR,2,2,1.0,2,0
Blake Bosma,WMU,TE,1,2,2.0,2,0
Anthony Evans III,UGA,WR,1,2,2.0,2,0
Devonte Ross,TROY,WR,1,2,2.0,2,0
Dylan Rizk,UCF,QB,2,2,1.0,8,0
Eli Mason,MD,RB,2,2,1.0,2,0
Brant Ahlfinger,TCU,RB,1,2,2.0,2,0
Hayden Timosciek,BGSU,QB,4,2,0.5,2,0
Tobi Olawole,ARMY,WR,3,2,0.7,6,0
Jack Westover,WASH,TE,1,1,1.0,1,1
Dallin Holker,CSU,TE,1,1,1.0,1,1
Smoke Harris,LT,WR,9,1,0.1,7,0
DeQuece Carter,IU,WR,1,1,1.0,1,0
Jeremy Hollingsworth,WYO,RB,1,1,1.0,1,0
Torry Locklin,KU,RB,1,1,1.0,1,0
Taj Davis,CAL,WR,1,1,1.0,1,0
Marshawn Kneeland,WMU,DL,2,1,0.5,1,1
Chris Tyree,ND,WR,2,1,0.5,3,0
Behren Morton,TTU,QB,35,1,0.0,10,3
Ricky White,UNLV,WR,1,1,1.0,1,0
Daejon Reynolds,PITT,WR,1,1,1.0,1,0
DJ Lundy,FSU,LB,1,1,1.0,1,1
Luke MacPhail,SYR,QB,1,1,1.0,1,0
Ozzy Trapilo,BC,OL,0,1,0.0,1,0
Garrett Nussmeier,LSU,QB,1,1,1.0,1,1
Hamp Greene,CLEM,WR,1,1,1.0,1,0
Enoch Nawahine,BYU,RB,1,1,1.0,1,0
Jordan Moore,DUKE,WR,3,1,0.3,3,0
Malik Nabers,LSU,WR,1,1,1.0,1,0
Adonai Mitchell,TEX,WR,2,1,0.5,5,0
Cameron Friel,UNLV,QB,1,1,1.0,1,1
Tre Bradford,LSU,RB,4,1,0.3,4,1
JB Mitchell III,EMU,WR,1,1,1.0,1,0
Ron Tiavaasue,NMSU,TE,1,1,1.0,1,1
Tyler Jefferson,CMU,QB,1,1,1.0,1,0
Chris Lewis,TROY,WR,1,1,1.0,1,0
Kellen Stewart,MTSU,WR,1,1,1.0,1,0
Tadd Barr,BUFF,WR,1,1,1.0,1,0
Dijon Stanley,UTAH,RB,6,1,0.2,7,0
DeAndra Burns Jr.,ARST,WR,1,1,1.0,1,0
Joe Jackson,KSU,RB,4,1,0.3,5,0
Malachi Lane,LSU,RB,1,1,1.0,1,0
Marlion Jackson,LT,WR,2,1,0.5,5,0
Jaelon Barbarin,MSU,RB,1,1,1.0,1,0
Jarod Bowie,JVST,WR,1,1,1.0,1,0
Josiah Johnson,OKST,TE,1,0,0.0,0,0
D.J. Twitty,SC,RB,3,0,0.0,2,0
Dominick Mazotti,SJSU,TE,1,0,0.0,0,0
Kris Mitchell,FIU,WR,1,0,0.0,0,0
KeAndre Lambert-Smith,PSU,WR,2,0,0.0,2,0
Mario Williams,USC,WR,2,0,0.0,4,0
Nick Nash,SJSU,WR,1,0,0.0,0,0
Marcus Bellon,UTEP,WR,1,0,0.0,0,0
Al-Jay Henderson,BUFF,RB,5,0,0.0,2,1
Jhaylin Embry,BGSU,WR,1,0,0.0,0,0
Chase Penry,BOIS,WR,1,0,0.0,0,0
Kuao Peihopa,HAW,DL,1,0,0.0,0,0
Braden Smith,CIN,WR,2,0,0.0,0,0
Xavier Guillory,ASU,WR,1,0,0.0,0,0
Minaya Olivo,UCLA,RB,1,0,0.0,0,0
Isaiah Carlson,UCLA,RB,1,0,0.0,0,0
Kevin McNeal,CLEM,RB,1,0,0.0,0,0
Max Brown,FLA,QB,1,0,0.0,0,0
Jack Browning,SDSU,PK,1,0,0.0,0,0
Gavin Yates,BAY,TE,1,0,0.0,0,0
Turner Helton,WKU,QB,1,0,0.0,0,0
Devan Williams,TLSA,WR,1,0,0.0,0,0
Jordan Louie,UNC,RB,1,0,0.0,0,0
Kendin Alexander,AFA,WR,1,0,0.0,0,0
Nick Gardinera,SDSU,RB,1,0,0.0,0,0
Justin Holaday,UNM,QB,1,0,0.0,0,0
KD Dorsey,GASO,WR,1,0,0.0,0,0
Isaac TeSlaa,ARK,WR,1,0,0.0,0,0
Mario Agyen,LOU,RB,1,0,0.0,0,0
Marcus Vinson,UTEP,TE,1,0,0.0,0,0
Willie McCoy,UTSA,WR,3,0,0.0,8,0
Kelby Williams,ODU,WR,1,0,0.0,0,0
Bryson Graves,CCU,WR,1,0,0.0,0,0
Jordan Yates,SHSU,QB,2,-1,-0.5,1,0
Luke Doty,SC,QB,1,-1,-1.0,0,0
Griffin Moore,ILL,TE,1,-1,-1.0,0,0
Moochie Dixon,SMU,WR,1,-1,-1.0,0,0
Joey Hobert,TXST,WR,1,-1,-1.0,0,0
Jaylin Noel,ISU,WR,1,-1,-1.0,0,0
Donaven McCulley,IU,WR,3,-1,-0.3,1,0
Tailique Williams,GAST,WR,1,-1,-1.0,0,0
Kyre Duplessis,CCU,WR,1,-1,-1.0,0,0
Mike Jackson,FIU,WR,2,-1,-0.5,2,0
Octavian Smith Jr.,MD,WR,2,-1,-0.5,5,0
Charles Schibler,TULN,RB,1,-1,-1.0,0,0
Josh Cameron,BAY,WR,1,-1,-1.0,0,0
Giovanni Sanders,ASU,WR,2,-1,-0.5,4,0
Coy Eakin,TTU,WR,1,-1,-1.0,0,0
Keynan Higgins,SJSU,WR,1,-1,-1.0,0,0
Yamir Knight,JMU,WR,1,-1,-1.0,0,0
Jaylon Robinson,TCU,WR,2,-2,-1.0,1,0
Kavosiey Smoke,COLO,RB,2,-2,-1.0,0,0
Mycah Pittman,UTAH,WR,1,-2,-2.0,0,0
Jay Butterfield,SJSU,QB,2,-2,-1.0,3,0
Jaden Alexis,USF,WR,1,-2,-2.0,0,0
Jeremy Flax,UK,OL,0,-2,0.0,0,0
Arlis Boardingham,FLA,TE,0,-2,0.0,0,0
Braedyn Locke,WIS,QB,17,-2,-0.1,29,0
Andrew Glass,KENT,PK,1,-2,-2.0,0,0
Ashtyn Hawkins,TXST,WR,1,-2,-2.0,0,0
Mekhi Mews,UGA,WR,1,-2,-2.0,0,0
Luke Lindenmeyer,NEB,TE,1,-2,-2.0,0,0
Addai Lewellen,PUR,RB,1,-2,-2.0,0,0
Yamil Oaxaca,UTEP,WR,1,-2,-2.0,0,0
Ray Paulo,BYU,TE,1,-2,-2.0,0,0
Joey Gatewood,LOU,TE,1,-3,-3.0,0,0
Jalen Knox,MISS,WR,1,-3,-3.0,0,0
Cody Simon,OSU,LB,1,-3,-3.0,0,0
Christian Leary,GT,WR,1,-3,-3.0,0,0
Austin Barber,FLA,OL,0,-3,0.0,0,0
Jack Bech,TCU,WR,3,-3,-1.0,7,0
Joseph Manjack IV,HOU,WR,2,-3,-1.5,0,0
Evan Stewart,TA&M,WR,1,-3,-3.0,0,0
Gaston Moore,TENN,QB,1,-3,-3.0,0,0
AJ Padgett,RICE,QB,14,-3,-0.2,11,0
Nathan Harris-Waynick,SC,RB,1,-3,-3.0,0,0
Donovan Brown,SYR,WR,1,-3,-3.0,0,0
Xavier Shaw,WKU,DB,0,-3,0.0,0,0
Parker Kingston,BYU,WR,5,-3,-0.6,4,0
Kole Wilson,TXST,WR,1,-3,-3.0,0,0
Jacob De Jesus,UNLV,WR,3,-3,-1.0,2,0
Grant Gunnell,SHSU,QB,4,-4,-1.0,5,0
Christian Wells,MASS,WR,2,-4,-2.0,0,0
JoVoni Johnson-McCray,RICE,WR,1,-4,-4.0,0,0
Goose Crowder,TROY,QB,6,-4,-0.7,4,0
Corey Stewart,BALL,OL,1,-4,-4.0,0,0
Jhari Patterson,ECU,WR,2,-4,-2.0,0,0
Davis Warren,MICH,QB,2,-4,-2.0,4,0
Brady Hodges,LOU,P,1,-4,-4.0,0,0
Monroe Young,CAL,WR,2,-5,-2.5,5,0
Daniel Jackson,MINN,WR,1,-5,-5.0,0,0
Tommi Hill,NEB,DB,1,-5,-5.0,0,0
Justin Ball,VAN,TE,1,-5,-5.0,0,0
Dylan Morris,WASH,QB,1,-5,-5.0,0,0
Ryan Rehkow,BYU,P,1,-5,-5.0,0,0
Cade Fennegan,BYU,QB,2,-5,-2.5,0,0
Jaden Bray,OKST,WR,1,-5,-5.0,0,0
Devin Kargman,KENT,QB,1,-5,-5.0,0,0
Jacob Conover,ASU,QB,10,-5,-0.5,14,0
Zavion Thomas,MSST,WR,6,-5,-0.8,4,0
Zach Mundell,ARMY,QB,4,-5,-1.3,2,0
Amad Anderson Jr.,TEM,WR,2,-6,-3.0,0,0
Ben Kopenski,TLSA,DL,1,-6,-6.0,0,0
Luke Grimm,KU,WR,1,-6,-6.0,0,0
Demarcus Jones II,NCSU,RB,4,-6,-1.5,2,1
Brett Buckman,CONN,WR,2,-6,-3.0,3,0
Malachi Fields,UVA,WR,1,-6,-6.0,0,0
Kamryn Perry,IU,WR,2,-6,-3.0,0,0
Israel Carter,USF,QB,1,-6,-6.0,0,0
Tanner Bailey,SC,QB,1,-7,-7.0,0,0
Kevin Coleman,LOU,WR,2,-7,-3.5,1,0
James Burns,CONN,WR,1,-7,-7.0,0,0
John Bock II,FIU,OL,1,-7,-7.0,0,0
Jordy Sandy,TCU,P,1,-8,-8.0,0,0
Kobe Hudson,UCF,WR,1,-8,-8.0,0,0
Clay Millen,CSU,QB,2,-8,-4.0,3,0
Gavin Hardison,UTEP,QB,34,-8,-0.2,16,2
Roman Fuller,TLSA,QB,2,-8,-4.0,0,0
Jairus Mack,CLT,WR,2,-8,-4.0,0,0
Jacari Carter,GAST,WR,1,-8,-8.0,0,0
JR Wilson,UVA,WR,1,-8,-8.0,0,0
Cyrus Allen,LT,WR,2,-8,-4.0,0,0
Joey Cheek,UTAH,PK,1,-8,-8.0,0,0
Tobin O'Dell,SDSU,QB,1,-8,-8.0,0,0
Nico Ragaini,IOWA,WR,2,-9,-4.5,0,0
Stephan Bracey Jr.,CMU,WR,1,-9,-9.0,0,0
Joshua Cephus,UTSA,WR,1,-9,-9.0,0,0
Jordan Watkins,MISS,WR,1,-9,-9.0,0,0
Gavin Meyers,WIS,P,1,-9,-9.0,0,0
Bronson Barron,WKU,QB,1,-9,-9.0,0,0
Chris Parson,MSST,QB,9,-9,-1.0,12,0
Cade McConnell,UTEP,QB,20,-9,-0.4,13,0
Carter Bradley,USA,QB,37,-10,-0.3,17,1
Stefan Cobbs,BOIS,WR,2,-10,-5.0,0,0
Milan Tucker,APP,WR,3,-10,-3.3,3,1
Shawn Charles,ASU,WR,1,-10,-10.0,0,0
Kyle Williams,WSU,WR,3,-10,-3.3,1,0
Ryan Burger,APP,QB,4,-10,-2.5,10,0
Cam'Ron McCoy,EMU,QB,2,-10,-5.0,0,0
Luke Bauer,MIZ,PK,1,-11,-11.0,2,0
Cameron Edge,MD,QB,1,-11,-11.0,0,0
John Paddock,ILL,QB,6,-12,-2.0,2,0
J.T. Shrout,ARST,QB,4,-12,-3.0,10,0
Holden Geriner,AUB,QB,2,-12,-6.0,0,0
Ryan Staub,COLO,QB,1,-12,-12.0,0,0
Micah Bowens,CLT,QB,1,-13,-13.0,0,0
Blake Shapen,BAY,QB,58,-13,-0.2,27,3
Cooper Allan,ARMY,P,1,-13,-13.0,0,0
Christian Veilleux,PITT,QB,24,-14,-0.6,11,0
Brayden Schager,HAW,QB,82,-14,-0.2,40,2
Jared Wheatley,OHIO,P,1,-15,-15.0,0,0
Holman Edwards,USM,QB,9,-15,-1.7,18,0
Bryan Domino,CONN,WR,1,-15,-15.0,0,0
Chandler Fields,UL,QB,8,-16,-2.0,9,0
Josh Hoover,TCU,QB,14,-17,-1.2,26,0
Emory Williams,MIA,QB,7,-17,-2.4,6,0
Maalik Murphy,TEX,QB,1,-18,-18.0,0,0
Bryce Archie,USF,QB,5,-20,-4.0,12,0
Landry Lyddy,UAB,QB,3,-20,-6.7,0,0
Tayven Jackson,IU,QB,28,-21,-0.8,10,1
Cole Pennington,MRSH,QB,5,-21,-4.2,6,0
Michael O'Shaughnessy,MSU,P,1,-22,-22.0,0,0
Eddie Lee Marburger,UTSA,QB,7,-23,-3.3,5,0
Haden Carlson,FIU,QB,3,-25,-8.3,0,0
Forrest Brock,TEM,QB,5,-25,-5.0,4,0
Michael Kern,WAKE,QB,10,-26,-2.6,7,0
Michael Penix Jr.,WASH,QB,20,-27,-1.4,6,2
Ben Bryant,NU,QB,41,-30,-0.7,15,3
Brayden Fowler-Nicolosi,CSU,QB,29,-36,-1.2,9,1
Will Rogers,MSST,QB,23,-38,-1.7,15,0
Daniel Richardson,FAU,QB,33,-39,-1.2,39,0
Devin Leary,UK,QB,32,-40,-1.3,22,1
Kedon Slovis,BYU,QB,29,-41,-1.4,21,3
Cade McNamara,IOWA,QB,13,-45,-3.5,18,0
Kai Horton,TULN,QB,15,-46,-3.1,8,1
Michael Alaimo,KENT,QB,57,-48,-0.8,24,1
Davis Brin,GASO,QB,54,-49,-0.9,18,1
Drew Pyne,ASU,QB,14,-49,-3.5,11,0
Dante Moore,UCLA,QB,34,-49,-1.4,16,0
Shedeur Sanders,COLO,QB,106,-51,-0.5,38,4
Layne Hatcher,BALL,QB,20,-53,-2.7,8,1
Kyle McCord,OSU,QB,29,-57,-2.0,9,0
Connor Bazelak,BGSU,QB,28,-61,-2.2,16,1
JT Daniels,RICE,QB,25,-65,-2.6,16,1
Deacon Hill,IOWA,QB,27,-86,-3.2,7,1
Graham Mertz,FLA,QB,57,-87,-1.5,12,4
Gunnar Watson,TROY,QB,39,-89,-2.3,16,1
Trexler Ivey,CLT,QB,28,-98,-3.5,12,2
Mikey Keene,FRES,QB,24,-129,-5.4,6,0
Jeff Undercuffler Jr.,AKR,QB,19,-163,-8.6,5,1
